post_title,pub_authors,pub_year,pub_source,pub_link,pub_note,pub_type
"Yahia, Elhadi M. and N.K.E. Salih. 2011 . Tamarind ( Tamarindus indica L.). In: Yahia, Elhadi M. (Editor). 2011. Postharvest biology and technology of tropical and subtropical fruits. Volume 4. Mangosteen to sapote. Woodhead Publishing, England. pp. 442-457. ISBN: 978 0 85709 090 4.",,2011,,https://www.elsevier.com/books/postharvest-biology-and-technology-of-tropical-and-subtropical-fruits/yahia/978-0-85709-090-4,,Book Chapters
"Yahia, Elhadi M . and Fabiola Gutiérrez-Orozco. 2011 . White sapote (Casimiroa edulis Llave & Lex). In: Yahia, Elhadi M. (Editor). Postharvest biology and technology of tropical and subtropical fruits. Volume 4. Mangosteen to sapote. Woodhead Publishing, England. pp. 474-482. ISBN: 978 0 85709 090 4.",,2011,,https://www.researchgate.net/publication/277816766_White_sapote_Casimiroa_edulis_Llave_Lexhttps://www.researchgate.net/publication/277816766_White_sapote_Casimiroa_edulis_Llave_Lex,,Book Chapters
"Yahia, Elhadi M. 2010 . The contribution of fruits and vegetables to human health, p. 3-51, In: De la Rosa, L., Alvarez-Parrilla, E. and Gonzalez-Aguilar, G. (Eds). Fruit and vegetable phytochemicals: chemistry, nutritional value and stability. Wiley-Blackwell Publishing. ISBN: 978 0 8138 0320 3.",,2010,,https://onlinelibrary.wiley.com/doi/abs/10.1002/9780813809397.ch1,,Book Chapters
"Yahia, Elhadi M. and Jose de Jesus Ornelas-Paz. 2010 . Chemistry, stability and biological actions of carotenoids. In: De la Rosa, L. et al. (Eds.). Fruit and vegetable phytochemicals: chemistry, nutritional value and stability. Blackwell Publishing. In press.",,2010,,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119158042.ch15,,Book Chapters
"Yahia, E.M. 2009 . The contribution of fruit and vegetable consumption to human health. In: Benkeblia N (Editor). Postharvest Technology for Horticultural Crops. Research Signpost Publisher, Kerala, p. 139-163, ISBN 978-81-0456-2.",,2009,,https://www.researchgate.net/publication/277891760_The_Contribution_of_Fruit_and_Vegetable_Consumption_to_Human_Health,,Book Chapters
"Yahia Elhadi M. 2009 . Introduction. In. E.M. Yahia (Editor). Modified and controlled atmospheres for transportation, storage and packaging of horticultural commodities. CRC Press (Taylor & Francis). In press.",,2009,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781420069587-5/introduction-elhadi-yahia?context=ubx&refId=e9295b5f-2e46-4eeb-a59a-83b4c31f9125,,Book Chapters
"Yahia Elhadi M. and Peter L. Sholberg. 2009 . Effects on decay, p.193-221. In: E.M. Yahia (Editor). Modified and controlled atmospheres for transportation, storage and packaging of horticultural commodities. CRC Press (Taylor & Francis). ISBN 978 1 4200 6957 0.",,2009,,https://www.taylorfrancis.com/books/edit/10.1201/9781420069587/modified-controlled-atmospheres-storage-transportation-packaging-horticultural-commodities-elhadi-yahia,,Book Chapters
"Neven, L., E.M. Yahia and G. Hallman. 2009 . Effects on insects, p. 233-266. In: E.M. Yahia (Editor). Modified and controlled atmospheres for transportation, storage and packaging of horticultural commodities. CRC Press (Taylor & Francis). ISBN 978 1 4200 6957 0.",,2009,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781420069587-15/effects-insects-lisa-neven-elhadi-yahia-guy-hallman?context=ubx&refId=1484ed6b-ec37-4936-816e-4b49d7ae66a5,,Book Chapters
"Singh, Z., S.P. Singh, and E.M. Yahia. 2009 . Sub-tropical fruits, p. 317-361. In: E.M. Yahia (Editor). Modified and controlled atmospheres for transportation, storage and packaging of horticultural commodities. CRC Press (Taylor & Francis). ISBN 978 1 4200 6957 0.",,2009,,https://www.taylorfrancis.com/books/edit/10.1201/9781420069587/modified-controlled-atmospheres-storage-transportation-packaging-horticultural-commodities-elhadi-yahia,,Book Chapters
"Yahia, E.M. and S.P. Singh. 2009 . Tropical fruits, 397-444. In: E.M. Yahia (Editor). Modified and controlled atmospheres for transportation, storage and packaging of horticultural commodities. CRC Press (Taylor & Francis). ISBN 978 1 4200 6957 0.",,2009,,https://www.taylorfrancis.com/books/edit/10.1201/9781420069587/modified-controlled-atmospheres-storage-transportation-packaging-horticultural-commodities-elhadi-yahia,,Book Chapters
"Johnson, J., E.M. Yahia , and D. Brandl. 2009 . Dried fruits and tree nuts, p. 507-526. In: E.M. Yahia (Editor). Modified and controlled atmospheres for transportation, storage and packaging of horticultural commodities. CRC Press (Taylor & Francis). ISBN 978 1 4200 6957 0.",,2009,,https://www.taylorfrancis.com/books/edit/10.1201/9781420069587/modified-controlled-atmospheres-storage-transportation-packaging-horticultural-commodities-elhadi-yahia,,Book Chapters
"Brecht, J. and M. Yahia. 2009 . Postharvest physiology. In: R. Litz (Eds), The mango. Botany, production and uses, p. 484-528. CAB International, Wallingford, UK, Second Edition. ISBN 978 1 84593 489 7.",,2009,,https://www.cabi.org/isc/ebook/20093143213,,Book Chapters
"Yahia, Elhadi M. 2008 . The role of postharvest technology in improving nutrition and promoting national development in Developing Countries. Constraints and challenges. In: Gordon L. Robertson and John R. Lupien (Eds.). Using Food Science and Technology to Improve Nutrition and Promote National Development. Selected Case Studies. International Union of Food Science & Technology (IUFoST).",,2008,,https://www.researchgate.net/publication/237723244_The_Role_of_Postharvest_Technology_in_Improving_Nutrition_and_Promoting_National_Development_in_Developing_Countries_Constraints_and_Challenges,,Book Chapters
"Garcia-Solis, Pablo, Elhadi M. Yahia , and Carmen Aceves. 2008 . Effects of Ataulfo mango fruit ( Mangifera indica L.) intake on mammary carcinogenesis and antioxidant capacity in plasma of n-methyl-n-nitrosourea treated rats. In: Danik M. Martirosyan (Ed.). Functional Foods for Chronic Diseases, Volume III, D&A, Inc., Dallas, Texas, USA, p. 150-156.",,2008,,https://pubmed.ncbi.nlm.nih.gov/26047428/,,Book Chapters
"Yahia, E.M. 2007 . Need for Intelligent and Active Packaging in Developing Countries. In: Wilson, C. (Editor), Frontiers of “intelligent” and “active” packaging for fruits and vegetables. CRC, pp. 263-288. ISBN 0 8493 9166 0.",,2007,,https://www.researchgate.net/publication/277816681_Need_for_Intelligent_and_Active_Packaging_in_Developing_Countries,,Book Chapters
"Yahia, E.M. 2007 . Modified and controlled atmospheres. In: Recent Advances in Postharvest Technologies to Control Fungal Diseases in Fruits & Vegetables. Editors: R. Troncoso-Rojas, M. E. Tiznado-Hernández and A. Gonzalez-Leon. Kerala, India, pp. 103-125.",,2007,,https://www.cabdirect.org/cabdirect/abstract/20073244869,,Book Chapters
"Yahia, Elhadi M. 2006 . Overview of postharvest status in Developing Countries with emphasis on the Near East region. Constraints and challenges. In: Yahia, E.M., M. El Tamzini and N. Hegazi (Editors). Proceedings of Expert Consultation Meeting to Strengthen Linkages Between Postharvest & Biotechnology. A future technology bridging the gap. FAO, Rome, Italy, pp. 2-17.",,2006,,https://www.researchgate.net/publication/277816608_Overview_of_postharvest_status_in_Developing_Countries_with_emphasis_on_the_Near_East_region_Constraints_and_challenges,,Book Chapters
"Yahia, E.M. 2006 . Modified and controlled atmospheres for tropical fruits. In: Yahia, E.M. (Ed.). The current status and future application of modified and controlled atmospheres for horticultural commodities. Stewart Postharvest Review 5(6): 1-10.",,2006,,https://www.researchgate.net/publication/277816686_Modified_and_controlled_atmospheres_for_tropical_fruits,,Book Chapters
"Yahia, E.M . 2006 . Effect of insect quarantine treatments on quality of fruits and vegetables. Stewart Postharvest Reviews 1(6):1-18.",,2006,,https://www.researchgate.net/publication/233715436_Effects_of_insect_quarantine_treatments_on_the_quality_of_horticultural_crops,,Book Chapters
"Yahia, Elhadi M. 2005 . Postharvest technology of food crops in the Near East and North Africa (NENA) region. In: Dris, R. (Ed.), pp. 643-663. Crops: Quality, Growth and Biotechnology. WFL Publisher, Helsinki, Finland.",,2005,,https://www.researchgate.net/publication/228971621_Postharvest_technology_of_food_crops_in_the_Near_East_and_North_Africa_NENA_region,,Book Chapters
"Yahia, Elhadi M. Postharvest technology and handling of mango. In: Ramdane Dris (Ed.). Crops: Quality, Growth and Biotechnology. pp. 478-512. WFL Publisher, Helsinki, Finland.",,,,https://www.researchgate.net/publication/277816815_Postharvest_technology_and_handling_of_mango,,Book Chapters
"Guevara-Arauza, J.C. and Elhadi M. Yahia. 2005 . Pre- and postharvest technology of cactus fruit, the nopal. In: Ramdane Dris (Ed.). Crops: Quality, Growth and Biotechnology. pp. 592-617. WFL Publisher, Helsinki, Finland.",,2005,,https://www.researchgate.net/publication/277816691_Pre-_and_postharvest_technology_of_cactus_fruit_the_nopal,,Book Chapters
"Yahia, E.M. , X. Hao and A. P. Papadoupoulos. Influence of crop management decisions on postharvest quality of greenhouse tomatoes. In: Ramdane Dris (Ed.). Crops: Quality, Growth and Biotechnology. pp. 379-405. WFL Publisher, Helsinki, Finland.",,,,https://www.researchgate.net/publication/238694568_INFLUENCE_OF_CROP_MANAGEMENT_DECISIONS_ON_POSTHARVEST_QUALITY_OF_GREENHOUSE_TOMATOES,,Book Chapters
"Yahia, E.M. Tamarind. Postharvest quality maintenance guidelines. The commercial storage of fruits, vegetables, and nursery florist and nursery stocks. USDA Handbook No. 66.",,,,https://www.ars.usda.gov/arsuserfiles/oc/np/commercialstorage/commercialstorage.pdf,,Book Chapters
"Yahia, E.M. 2005 . Sapodilla, sapote and related fruits. Postharvest quality maintenance guidelines. The commercial storage of fruits, vegetables, and nursery florist and nursery stocks. USDA Handbook No. 66.",,2005,,https://www.researchgate.net/publication/241210488_Sapodilla_and_Related_Fruits,,Book Chapters
"Yahia, E.M. 2005 . Dates. Postharvest quality maintenance guidelines. The commercial storage of fruits, vegetables, and nursery florist and nursery stocks. USDA Handbook No. 66.",,2005,,https://www.ars.usda.gov/arsuserfiles/oc/np/commercialstorage/commercialstorage.pdf,,Book Chapters
"Yahia, Elhadi M. , Catherine Barry-Ryan, and Ramdane Dris. 2004 . Treatments and techniques to minimize the postharvest losses of perishable food crops. In: R. Dris and S. M. Jain (Eds.). Production practices and quality assessment of food crops. 4. Postharvest treatment and technology. Kluwer Academic Publisher, p. 95-133. ISBN 1 4020 1701 4.",,2004,,https://www.researchgate.net/publication/227200428_Treatments_and_Techniques_to_Minimise_the_Postharvest_Losses_of_Perishable_Food_Crops,,Book Chapters
"Yáñez, L., M. Armella, E. Mercado, E.M. Yahia , and P. Gutiérrez. 2004 . Integral handling of banana. In: R. Dris and S. Mohan Jain (Eds.). Production practices and quality assessment of food crops. Vol. 3. Quality Handling and Evaluation, p. 129-168. Kluwer Academic Publisher, The Netherlands. ISBN 1 4020 1700 6.",,2004,,https://link.springer.com/chapter/10.1007/1-4020-2534-3_5,,Book Chapters
"Yahia, E. M. and R. Ariza. 2002 . The control of the zapote fruit fly ( Anastrepha serpentine ) (Wiedemann) with forced hot air en zapote mamey. In: J. Romero, E. Estrada, A. Equihua (Eds). Entomologia Mexicana, Vol.1, pp. 339-344. Colegio de Posgraduados, México (In Spanish).",,2002,,https://www.researchgate.net/profile/Elhadi-Yahia/publication/277891782_The_control_of_the_zapote_fruit_fly_Anastrepha_serpentine_Wiedemann_with_forced_hot_air_en_zapote_mamey_in_Spanish/links/5584587f08aeb0cdaddbbc45/The-control-of-the-zapote-fruit-fly-Anastrepha-serpentine-Wiedemann-with-forced-hot-air-en-zapote-mamey-in-Spanish.pdf,,Book Chapters
"Yahia, E.M. and D. Ortega. 2000 . The use of controlled atmospheres at high temperature to control fruit flies ( Anastrepha ludens and A. oblique) and their effect on mango quality. In: Proc. International Multidisciplinary Conference: Integrated View of Fruit & Vegetable Quality, W.J. Florkowski, S.E. Prussia, and R.L. Shewfelt (Eds), p. 143-153. Technomic publishing Co, Inc, Lancaster, Basel. ISBN 1-58716-019-6.",,2000,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781351073769-19/use-controlled-atmospheres-high-temperature-control-fruit-flies-anastrepha-ludens-obliqua-effect-mango-quality-yahia-ortega-zaleta,,Book Chapters
"Soto-Zamora, G., E.M. Yahia , and M. Steta-Gandara. 2000. Changes in ascorbic acid and relation with ascorbate oxidase and ascorbate peroxidase in vine-ripe or ethylene-ripened tomato fruit. In: Proc. International Multidisciplinary Conference: Integrated View of Fruit & Vegetable Quality, W.J. Florkowski, S.E. Prussia, and R.L. Shewfelt (Eds), p. 81-90, Technomic publishing Co, Inc, Lancaster, Basel. ISBN 1-58716-019-6.",,2000,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781351073769-11/changes-ascorbic-acid-relation-ascorbate-oxidase-ascorbate-peroxidase-vine-ripe-ethylene-ripened-tomato-fruit-soto-zamora-yahia-steta-gandara,,Book Chapters
"Yahia, E.M. 1995 . Postharvest handling of horticultural crops in Mexico. p. 1-10. In: A. Ait-Oubahou and M. El-Otmani (Eds.). Postharvest Physiology, Pathology and Technologies for Horticultural Crops: Recent Advances. Institut Agronomique & Vétérinaire Hassan II, Agadir, Morocco.",,1995,,,,Book Chapters
"Yahia, E.M. 1995 . Application of differential scanning calorimetry in the study of avocado and mango fruit responses to hypoxia. p. 206-209. In: A. Ait-Oubahou and M. El-Otmani (Eds.). Postharvest Physiology, Pathology and Technologies for Horticultural Crops: Recent Advances. Institut Agronomique & Vétérinaire Hassan II, Agadir, Morocco.",,1995,,https://www.researchgate.net/profile/Elhadi-Yahia/publication/277816812_Application_of_differential_scanning_calorimetry_in_the_study_of_avocado_and_mango_fruit_responses_to_hypoxia/links/557cd15008ae26eada8c9ff5/Application-of-differential-scanning-calorimetry-in-the-study-of-avocado-and-mango-fruit-responses-to-hypoxia.pdf,,Book Chapters
"Yahia, E.M . and J. Martínez Téllez. 1993 . México. p.494-512. Horticultural Research V. International Society for Horticultural Science, Holland.",,1993,,,,Book Chapters
"Yahia, E.M. 1992. Postharvest handling of small fruits. In: Yahia, E.M. and I. Higuera (Eds.). Postharvest Physiology and Technology of Horticultural Crops (In Spanish). Limusa/Grupo Noriega Editores, Mexico, p.175-188.",,1992,,https://www.researchgate.net/profile/Elhadi-Yahia/publication/277954750_Postharvest_handling_of_small_fruits_In_English_and_Spanish/links/557e45fb08aec87640dc64cb/Postharvest-handling-of-small-fruits-In-English-and-Spanish.pdf,,Book Chapters
"Yahia, E.M . and R. Baez. 1992. Postharvest handling of subtropial fruits. In: Yahia, E.M. and I. Higuera (Eds.). Postharvest Physiology and Technology of Horticultural Crops (In Spanish), Limusa/Grupo Noriega Editores, Mexico. p. 189-205.",,1992,,https://www.researchgate.net/profile/Elhadi-Yahia/publication/277954750_Postharvest_handling_of_small_fruits_In_English_and_Spanish/links/557e45fb08aec87640dc64cb/Postharvest-handling-of-small-fruits-In-English-and-Spanish.pdf,,Book Chapters
"Yahia, E.M. 1992. The flavor of fruits and vegetables. In: Peña Avila, J.C., Lechuga Corchado, J.A. and F. Cruz Sosa (Eds.). Natural Products. Vol.1. Biotechnological Perspectives (In Spanish). Universidad Autónoma Metropolitana, México, p. 249- 267.",,1992,,,,Book Chapters
"Yahia, Elhadi M. , José de Jesús Ornelas-Paz and Claudia Inés Victoria-Campos. 2025. Comparative analysis of tocopherol content in pulp and peel of eight apple cultivars. Journal of Horticulture and Postharvest Research 8(4): 553-560. DOI: 10.22077/jhpr.2025.9049.1483",,2025,,https://elhadiyahia.net/wp-content/uploads/2025/08/2025_Yahia-et-al_Tocopherol-in-apple_JHPR-8.pdf,,Refereed Articles
"Sultan, Mostafa Z., Kareem A. Farouk, Mostafa M. Elbagoury & Elhadi M. Yahia . 2025. Trends in biochemical, anatomical mechanisms and molecular aspects in enzymatic browning of apples: a review. European Food Research and Technology, 22p. https://doi.org/10.1007/s00217-025-04824-9",,2025,,https://elhadiyahia.net/wp-content/uploads/2025/07/2025.-Sultam-et-al.-Enzymatic-browning-of-apples-1.pdf,,Refereed Articles
"Hansika Sati, Sunil Pareek, Jeffrey K. Brecht & Elhadi M. Yahia . 2025. Mechanisms of chilling injury and technologies to mitigate it in mango fruit: A review, Food Reviews International, DOI: 10.1080/87559129.2025.2487681",,2025,,https://elhadiyahia.net/wp-content/uploads/2025/07/2025_Hansika-et-al.-Mechanisms-of-CI-in-mango.-Food-Rev-Intl-1.pdf,,Refereed Articles
"Yahia, Elhadi M ., Gustavo Adolfo González-Aguilar, José de Jesús Ornelas-Paz, and Iván Andrés Luzarco-Ocampo. 2025. Identification and characterization of phytochemicals in avocado ( Persea americana Mill, var Hass) fruit at different maturation and ripening stages. Journal of Food Quality, Volume 2025, Article ID 7181926, 16 pages.",,2025,,https://elhadiyahia.net/wp-content/uploads/2025/07/2025_Yahia-et-al_Identification-and-characterization-of-phytochemicals-in-avocado_J-Fd-Qual-1.pdf,,Refereed Articles
"Martínez-Camacho, R. A., Yahia, Elhadi M ., Rivas-García, T., Castellanos-Cervantes, T. R., Voegele, R. T., Beltrán-Morales L. F., & Ascencio-Valle, F. (2024). Food losses from farm to retail operations: agricultural produces supply chain of Baja Peninsula, México. Agro Productividad .",,2024,,https://elhadiyahia.net/wp-content/uploads/2025/07/2024_-Martinez-Camacho-et-al._Food-losses-from-farm-to-retail-operations-agricultural-produces-supply-chain-of-Baja-Peninsula-Mexico.pdf,,Refereed Articles
"Martínez-Camacho, R. A., Yahia Elhadi , M., Rivas-García, T., Castellanos-Cervantes, T. R., Voegele, R. T, Beltrán-Morales, L. F., & Ascencio-Valle, F. 2024. In-silico production of bioactive enrichment soil fertilizer from agricultural by-products towards bioeconomics perspectives. Agro Productividad.",,2024,,https://elhadiyahia.net/wp-content/uploads/2025/07/2024.-Martinez-Camacho-et-al.-In-silico-production-of-bioactive-enrichment-soil-fertilizer-from-agricultural-by-products.-Agro-Productividad.pdf,,Refereed Articles
"Balaguera-López, Helber Enrique, Gerhard Fisher & Elhadi Yahia . 2024. Environmental conditions during preharvest influence bioactive compounds in fruits: A review with emphasis on tropical and subtropical species. Agronomía Colombiana 42(3), 1-16. Doi: 10.15446/agron.colomb.v42n3.116951",,2024,,https://elhadiyahia.net/wp-content/uploads/2025/07/2024_Balaguera-Lopez-et-al._-preharvest-influence-bioactive-compounds_Agr-Colomb-423-1.pdf,,Refereed Articles
"Yahia, Elhadi M ., Miguel Ángel Hernández-Oñate, Ángel Javier Ojeda-Contreras, Jorge Mercado-Ruiz, Jorge, Larissa Cordero-Chávez, Eduardo Antonio Trillo-Hernández and Martin Ernesto Tiznado-Hernández. 2024. Changes in the expression of genes encoding xanthophyl acyl transferases during the postharvest ripening of avocado ( Persea americana ) fruit. Journal of the Science of Food and Agriculture 104: 5860-5868. DOI: 10.1002/jsfa.13409",,2024,,http://doi.org/10.1002/jsfa.13409,,Refereed Articles
"Gutiérrez-Silerio, Gloria Yareli, Pablo García-Solís, Elhadi M. Yahia , José David Núñez-Ríos, Francisco G Vázquez-Cuevas, Pablo Alan Rodríguez-Salinas, Rolando Mendoza-Zúñiga, and Aaron Kuri-García. 2024. Cytotoxic and anti-tumoral effects of methanolic extracts of avocado fruit mesocarp in colorectal cancer cell line HT29. Journal of Medicinal Foods 27(3): 211-221. DOI: 10.1089/jmf.2023.0112",,2024,,http://doi.org/10.1089/jmf.2023.0112,,Refereed Articles
"Salih, N. and E.M. Yahia . 2024. Nutritional, phytochemical and antioxidant characterizations of wild food and medicinal fruits indigenous to Sudan: Sarcocephalus latifolius and Vitex doniana ). International Journal of Fruit Science 24(1): 156-165. DOI: 10.1080/15538362.2024.2348703",,2024,,https://doi.org/10.1080/15538362.2024.2348703,,Refereed Articles
"Taghipour, Shirin, Abdollah Ehtesham Nia, Hossein Hokmabadi, and Elhadi M. Yahia . 2024. Quality evaluation of fresh pistachios ( Pistacia vera L.) cultivars coated with chitosan/TiO2 nanocomposite. International Journal of Biological Macromolecules 258: 129055.",,2024,,,,Refereed Articles
"Lopez-Martínez, Leticia X., Mónica A. Villegas-Ochoa, Jesús A. Domínguez-Avila, Elhadi M. Yahia , and Gustavo A. González Aguilar. 2023 . Tehno-functional and bioactive properties and chemical composition of guava, mamey sapote, and passion fruit peels. Polish Journal of Food and Nutrition Sciences 73(4): 311–321. DOI: 10.31883/pjfns/173218.",,2023,,"http://journal.pan.olsztyn.pl/Techno-Functional-and-Bioactive-Properties-and-Chemical-Composition-of-Guava-Mamey,173218,0,2.html",,Refereed Articles
"Chacón-López, Martina Alejandra, Flor Asalia Carrilo-Rodriguez, Elhadi M. Yahia , Selene Aguilera-Aguirre, Libier Meza-Espinoza, María de Lourdes García-Magaña & Efigenia Montalvo González. 2023 . Changes in the firmness and other quality parameters of fresh-cut ‘Maradol’ papaya treated with additives and 1-methylcyclopropene. Emirates Journal of Food and Agriculture 35(7): 631-641. doi: 10.9755/ejfa.2023.v35.i7.3122",,2023,,https://r.search.yahoo.com/_ylt=AwrNOn0rTghlke468avD8Qt.;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1695071916/RO=10/RU=https%3a%2f%2fwww.ejfa.me%2findex.php%2fjournal%2farticle%2fdownload%2f3122%2f1802/RK=2/RS=iCFC8FDaJLmw7nsb_2qULOj_NCU-,,Refereed Articles
"Alam, Muneeba Zubair, Said Al-Hamimi, Mutamed Ayyash, Camila Tamiello Rosa, Elhadi M. Yahia , Sabeera Haris, Ali Hassan Almarzouqi, and Afaf Kamal-Eldin. 2023 . Quality of date fruit ( Phoenix dactylifera L.) and contributing factors. Scientia Horticulturae 321, 112256 .",,2023,,https://www.sciencedirect.com/science/article/abs/pii/S0304423823004272,,Refereed Articles
"Yahia, Elhadi M. , C.I. Victoria-Campos, & C. Gonzalez-Nava. 2023 . Bioactive compounds and antioxidant activity in garambullo fruit (Myrtillocactus geometrizans ) at different ripening stages. Journal of Food Science, 1–13.",,2023,,https://ift.onlinelibrary.wiley.com/doi/10.1111/1750-3841.16663,,Refereed Articles
"Yahia, Elhadi M. , Jose de Jesus Ornelas-Paz, Jeffrey K. Brecht, Pablo Garcia Solis, and Maria Elena Maldonada Celis. 2023 . The contribution of mango ( Mangifera indica ) to human nutrition and health. Arabian Journal of Chemistry 16, 104860: 1-27. https://doi.org/10.1016/j. arabjc.2023.104860",,2023,,https://www.sciencedirect.com/science/article/pii/S1878535223003222?via%3Dihub,,Refereed Articles
"Victoria-Campos, C. I., J. Ornelas-Paz, S. Ruiz-Cruz, J de J. Ornelas-Paz 2 , B. Cervantes- Paz, C. Rios-Velasco, J. D. Pérez-Martínez 5 , A. A. Gardea-Béjar, E. M. Yahia , and V. Ibarra- Junquera. 2023 . Dietary sources, bioavailability and health effects of carotenoids. XXV(1): 156-168. DOI:10.18633/biotecnia.v25i1. 1809",,2023,,https://biotecnia.unison.mx/index.php/biotecnia/article/view/1809,,Refereed Articles
"Cervantes-Paz, Braulio, Elhadi M. Yahia , & A. Nuñez-Vilchis, A. 2022 . Identification and quantification of fatty acids and lipid-soluble phytochemicals using GC-MS, HPLC-MS, and FTIR and their association with quality parameters during avocado ripening. Journal of Food Science, 1-14.",,2022,,https://doi.org/10.1111/1750-3841.16390,,Refereed Articles
"Belmonte-Herrera, B.H.; Domínguez-Avila, J.A.; WallMedrano, A.; Ayala-Zavala, J.F.; Preciado-Saldaña, A.M.; SalazarLópez, N.J.; López-Martínez, L.X.; Yahia, E. M .; Robles-Sánchez, R.M.; González-Aguilar, G.A. 2022 . Lesser-Consumed Tropical Fruits and Their by-Products: Phytochemical Content and Their Antioxidant and Anti-Inflammatory Potential. Nutrients 14, 3663.",,2022,,http://doi.org/10.3390/nu14173663,,Refereed Articles
"Anaya-Esparza, L. M., A. Vargas-Torres, H. M. Palma-Rodríguez, M. P. Castro-Mendoza, Elhadi M. Yahia , A. Pérez-Larios, and E. Montalvo-González. 2021 . Use of mixed oxide-based TiO 2 as crosslinker agent of chitosan films. Periodica Polytechnica Chemical Engineering. In press.",,2021,,,,Refereed Articles
"Gollaz-Machuca, Verónica Aida, Eduardo Mendeleev Becerra-Verdín, María de Lourdes García-Magaña, Irma Julieta González-Acuña, Gustavo Adolfo González-Aguilar, Elhadi M. Yahia , and Efigenia Montalvo-González. 2021 . Nutritional characterization and in vitro anti-inflammatory activity of guava-Aloe vera puree and its histopathological effect in gastric lesion-induced rats. Emirates Journal of Food and Agriculture 33(9): 794-804. doi: 10.9755/ejfa.2021.v33.i9.2754.",,2021,,https://www.ejfa.me/index.php/journal/article/view/2754,,Refereed Articles
"Bhardwaj, Renu, Sunil Pareek, Chakkaravarthi Saravanan, and Elhadi M. Yahia . 2021 . Contribution of pre-storage melatonin application to chilling tolerance of some mango fruit cultivars and relationship with polyamines metabolism and γ-aminobutyric acid shunt pathway. Environmental and Experimental Botany XXX (XXX) 104691.",,2021,,,,Refereed Articles
"Cervantes-Paz, Braulio and Elhadi M. Yahia . 2021 . Avocado oil: Production and market demand, bioactive components, implications in health, and tendencies and potential uses. Comprehensive Reviews in Food Science and Safety 20: 4120-4158.",,2021,,https://ift.onlinelibrary.wiley.com/doi/abs/10.1111/1541-4337.12784,,Refereed Articles
"Arango-Varela, Sandra; Ivan Luzardo-Ocampo; Camilo Reyes-Dieck; Elhadi M. Yahia ; and Maria Maldonado-Celi. Antiproliferative potential of Andean Berry ( Vaccinium meridionale Swartz) juice in combination with Aspirin in human SW480 colon adenocarcinoma cells. Journal of Food Biochemistry 00:e1371-16.",,,,,,Refereed Articles
"Ramos-Aguilar, A. L., J. Ornelas-Paz, L. M. Tapia-Vargas, A. A. Gardea-Bejar, Elhadi M. Yahia , J de J. Ornelas-Paz, J. D. Perez-Martinez, C. Rios-Velasco, P. Escalante-Minakata. 2021 . Metabolomic analysis and physical attributes of ripe fruits from Mexican creole ( Persea americana var. Drymifolia) and ´Hass´ avocados. Food Chemistry 354 (129571): 1-10.",,2021,,https://pubmed.ncbi.nlm.nih.gov/33761337/,,Refereed Articles
"Ramos-Aguilar, Ana L., Juan Ornelas-Paz, Luis M. Tapia-Vargas, Alfonso A. Gardea-Bejar, Elhadi M. Yahia , Jose de Jesús Ornelas-Paz, Saúl Ruiz-Cruz, Claudio Rios-Velasco, Vrani Ibarra-Junquera. 2021 . Comparative study on the phytochemical and nutrient composition of ripe fruit of Hass and Hass type avocado cultivars. Journal of Food Composition and Analysis 97: 1-13. https://doi.org/10.1016/j.jfca.2020.103796.",,2021,,https://linkinghub.elsevier.com/retrieve/pii/S0889157520315015,,Refereed Articles
"Braulio Cervantes-Paz, Elhadi M. Yahia , José de Jesús Ornelas-Paz, Claudia Inés Victoria-Campos, Jaime David Pérez-Martínez, Jaime Reyes-Hernández. 2021 . Bioaccessibility of fat-soluble bioactive compounds (FSBC) from avocado fruit as affected by ripening and FSBC composition in the food matrix, Food Research International, Volume 139, 109960, ISSN 0963-9969.",,2021,,https://doi.org/10.1016/j.foodres.2020.109960,,Refereed Articles
"Madani, Barak, Amin Mirshekari, Elhadi M. Yahia , John B. Golding, Shokrollah Hajivand, Abdol Majid Mirzaalian Dastjerdy. 2021 . Jamun ( Syzygium cumini ): A Promising Fruit for the Future. Horticultural Reviews 48: 275-306.",,2021,,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119750802.ch5,,Refereed Articles
"Ramos-Aguilar, Ana L., Juan Ornelas-Paz, Luis M. Tapia-Vargas, Alfonso A. Gardea-Béjar, Elhadi M. Yahia , José de Jesús Ornelas-Paz, Saúl Ruiz-Cruz, Claudio Rios-Velasco, Pilar Escalante-Minakata. Effect of cultivar on the content of selected phytochemicals in avocado peels. Food Research International 140: 1-11.",,,,https://pubmed.ncbi.nlm.nih.gov/33648254/,,Refereed Articles
"Amiri, A., Ramezanian, A., Mortazavi, S.M.H., Hosseini, S.M.H. and Yahia, E . 2020 , Shelf‐life extension of pomegranate arils using chitosan nanoparticles loaded with Satureja hortensis essential oil. J Sci Food Agric. https://doi.org/10.1002/jsfa.11010.",,2020,,https://doi.org/10.1002/jsfa.11010,,Refereed Articles
